#{"t_start": 1752660852.003645, "env_id": "VizdoomHealthGathering-v0"}
r,l,t
115.6,144,7.453581
51.4,96,9.051306
81.8,152,10.688924
61.0,120,61.216736
73.8,112,62.507283
73.8,112,63.596369
51.4,96,64.276549
61.0,120,65.435449
85.0,120,109.375884
51.4,96,110.146822
75.0,120,111.052399
96.2,128,112.050728
88.6,144,158.943266
51.4,96,159.758086
62.0,120,160.849166
85.0,120,161.869437
51.4,96,162.745094
83.4,136,213.183146
94.6,144,214.153549
73.8,112,215.095031
93.0,160,255.982635
89.8,152,257.341
133.2,168,258.619579
118.6,144,297.824685
51.4,96,298.278471
138.0,160,301.134829
61.0,120,303.570312
85.0,120,345.57792
73.8,112,346.545332
94.6,144,347.768061
51.4,96,348.744447
51.4,96,349.528351
73.8,112,391.126055
85.0,120,405.286169
129.0,160,406.63157
62.6,104,407.452373
118.6,144,451.860558
51.4,96,452.761149
85.0,120,453.831285
94.6,144,455.099891
70.6,144,500.252084
51.4,96,501.209523
61.0,120,502.493089
51.4,96,503.205184
61.0,120,547.04888
82.6,144,548.749329
61.0,120,550.018932
118.6,144,551.296514
51.4,96,596.873571
94.6,144,615.305256
51.4,96,616.217816
165.0,240,659.249682
96.2,128,660.618021
83.4,136,661.680179
73.8,112,662.792204
96.2,128,705.663501
69.0,120,706.954048
51.4,96,708.134889
51.4,96,708.895853
96.2,128,710.143514
51.4,96,755.889121
90.6,144,757.3921
79.6,144,758.408381
98.4,136,759.529381
80.2,168,801.829207
105.6,144,815.424831
61.0,120,816.253613
139.4,216,870.037713
200.6,224,872.527053
51.4,96,874.299311
51.4,96,920.099771
63.0,120,921.398296
83.0,120,922.264978
105.6,144,923.819818
73.8,112,965.781548
73.8,112,966.815782
165.4,256,969.247275
112.2,208,1024.918326
85.0,120,1026.051294
96.2,128,1040.327099
51.4,96,1041.214724
51.4,96,1085.17012
110.0,160,1086.787793
83.4,136,1087.808063
51.4,96,1089.023809
51.4,96,1141.982118
85.0,120,1143.227785
61.0,120,1144.183229
61.0,120,1145.179563
96.2,128,1192.627615
94.6,144,1193.940104
85.0,120,1195.07008
78.6,144,1196.430441
93.0,160,1241.907764
77.0,120,1243.151437
73.0,120,1265.161549
85.0,120,1267.675821
89.6,144,1309.409162
125.0,200,1311.187405
94.6,144,1312.354282
111.6,144,1355.14679
105.8,152,1356.246847
51.4,96,1356.749502
105.6,224,1399.354511
174.6,304,1403.698889
70.6,144,1453.021923
105.8,152,1454.699435
61.0,120,1455.693774
89.6,144,1470.392448
96.2,128,1517.401673
145.4,216,1521.062877
70.6,144,1522.320512
51.4,96,1568.030215
102.8,152,1569.250949
85.0,120,1570.589368
112.2,248,1615.1292
115.4,176,1617.371202
70.6,144,1618.667732
107.4,136,1619.870515
125.6,224,1670.557899
129.8,192,1685.175789
96.2,128,1737.169678
85.0,120,1738.588881
51.4,96,1739.40769
132.4,176,1740.778024
109.0,160,1791.113349
51.4,96,1792.218394
102.4,176,1793.670509
128.2,168,1852.636742
113.6,144,1854.944567
51.4,96,1855.566903
125.0,240,1857.935565
120.2,168,1909.2393
94.6,144,1911.01455
122.6,184,1924.69794
129.8,152,1973.556219
149.0,200,1975.412253
73.8,112,1976.919221
51.4,96,2028.033463
51.4,96,2029.001873
51.4,96,2029.822676
51.4,96,2030.728254
94.6,144,2031.489218
104.8,152,2088.77794
83.0,120,2089.963767
80.2,168,2091.349061
80.2,168,2140.656138
73.8,112,2143.781775
144.8,192,2147.907736
99.0,160,2208.588384
99.6,144,2209.866963
104.8,152,2211.274198
179.6,264,2268.759395
83.4,136,2270.387039
51.4,96,2271.275662
51.4,96,2272.031639
113.8,192,2323.641556
142.0,320,2327.406483
85.0,120,2388.007343
479.0,525,2456.384399
94.6,144,2458.093825
61.0,120,2458.843818
80.2,168,2504.384972
154.2,168,2507.430823
139.8,192,2510.294161
80.2,168,2561.269776
136.4,216,2563.42102
70.6,144,2564.973864
70.6,144,2616.865028
