#{"t_start": 1752231213.3156712, "env_id": "VizdoomHealthGathering-v0"}
r,l,t
72.6,144,7.80961
51.4,96,8.033012
61.0,120,8.311268
129.8,152,48.424979
85.0,120,48.566601
118.6,144,48.774045
85.0,120,48.931623
86.4,136,100.51015
143.2,208,103.704606
85.0,120,105.776065
125.8,152,145.022096
51.4,96,146.686644
73.8,112,148.40106
118.6,144,150.715868
75.0,120,152.596837
107.4,136,193.470515
129.8,152,195.923953
73.8,112,197.673275
51.4,96,200.154638
61.0,120,252.223373
91.4,176,254.895227
51.4,96,256.323407
85.0,120,258.063752
51.4,96,296.074089
96.2,128,297.993955
95.4,136,300.006571
62.6,104,301.634218
73.8,112,343.37757
85.0,120,345.397168
62.6,104,347.753865
72.0,120,351.254502
72.6,144,402.384748
85.0,120,404.351488
73.8,112,405.92827
94.6,144,408.401655
85.0,120,453.887996
51.4,96,455.479739
85.0,120,457.331784
82.2,168,459.859025
107.4,136,514.80008
129.8,152,517.096936
51.4,96,518.453309
106.6,144,520.564661
51.4,96,557.587638
73.8,112,559.377851
62.6,104,560.867865
61.0,120,562.701959
107.4,136,599.754857
93.0,160,602.357894
96.2,128,604.182015
81.8,152,606.872819
51.4,96,644.097257
163.8,232,647.765446
61.0,120,649.48385
78.0,120,702.314548
61.0,120,704.417922
85.0,120,706.317841
129.8,152,708.716426
85.0,120,747.427886
78.0,120,749.230066
51.4,96,750.973404
51.4,96,752.549189
85.0,120,754.476035
105.6,184,802.826716
134.8,192,806.005213
61.0,120,807.934055
107.4,136,850.48026
90.6,144,852.771133
104.2,168,855.100901
62.6,104,893.527126
62.6,104,895.098922
73.8,112,896.565998
94.6,144,898.637458
98.8,152,937.784753
118.6,144,942.410382
73.8,112,946.181296
62.6,104,949.144371
51.4,96,952.264029
61.0,120,1002.808838
51.4,96,1004.225051
88.6,144,1006.514925
113.6,144,1050.635919
51.4,96,1052.284509
118.6,144,1054.447723
85.0,120,1056.240927
117.0,160,1095.849988
116.6,144,1099.351622
73.8,112,1100.913445
85.0,120,1102.834307
83.4,136,1140.579354
73.0,120,1142.3566
83.4,136,1144.198674
51.4,96,1145.490219
51.4,96,1147.095924
105.4,136,1188.990871
112.6,144,1191.355547
118.6,144,1193.512777
62.6,104,1236.181653
61.0,120,1238.066612
85.0,120,1239.885746
61.0,120,1241.865451
51.4,96,1243.441237
51.4,96,1292.111063
103.2,168,1294.375008
73.8,112,1295.92586
61.0,120,1297.676178
61.0,120,1336.286909
51.4,96,1337.545542
51.4,96,1338.877979
62.6,104,1340.444788
61.0,120,1342.04451
61.0,120,1404.693946
72.2,128,1406.535022
61.0,120,1408.286337
51.4,96,1409.799291
107.4,136,1449.123114
80.0,120,1451.189588
73.8,112,1453.173281
96.2,128,1455.280645
94.6,144,1493.765713
61.0,120,1495.534981
62.6,104,1497.11675
73.8,112,1498.718465
94.6,144,1539.160299
107.4,136,1541.273646
107.4,136,1543.412925
85.0,120,1545.251009
62.6,104,1590.133963
129.8,152,1592.387935
82.6,144,1594.477347
73.8,112,1596.26656
73.8,112,1633.241666
81.8,152,1635.835728
72.2,128,1637.767562
129.8,152,1688.834975
78.0,120,1690.786755
91.6,144,1693.069649
118.6,144,1695.414378
73.8,112,1733.946319
74.2,128,1736.112525
70.6,144,1738.383452
159.8,192,1785.735801
129.8,152,1788.267031
73.8,112,1790.020342
81.0,120,1791.792602
51.4,96,1793.299571
125.2,248,1835.469782
73.8,112,1837.090447
85.0,120,1839.226734
118.6,144,1880.932187
85.0,120,1882.942809
73.8,112,1884.64725
73.8,112,1886.409537
107.4,136,1934.110954
73.8,112,1935.620915
73.8,112,1937.316381
85.0,120,1938.945024
62.6,104,1995.823894
61.0,120,1998.86177
51.4,96,2000.444536
51.4,96,2001.83781
51.4,96,2003.389659
82.0,120,2045.655613
73.8,112,2047.177543
70.6,144,2049.554186
107.4,136,2051.51195
73.8,112,2101.323721
61.0,120,2102.963337
73.8,112,2104.569041
61.0,120,2106.789104
61.0,120,2151.416742
51.4,96,2153.827294
85.0,120,2156.611847
82.6,144,2160.191273
51.4,96,2204.041989
73.8,112,2206.020697
51.4,96,2207.640365
118.6,144,2209.992075
94.6,144,2264.605006
73.8,112,2266.63757
51.4,96,2268.004912
71.0,120,2269.980628
92.2,168,2272.608599
119.2,168,2321.998499
51.4,96,2323.460589
51.4,96,2324.787041
73.8,112,2326.656042
83.4,136,2374.852135
73.8,112,2376.676257
51.4,96,2378.070528
107.4,136,2380.249699
85.0,120,2425.645283
93.6,144,2428.810817
85.0,120,2431.892573
94.6,144,2435.123931
104.2,168,2495.599182
51.4,96,2496.973507
83.4,136,2499.141708
96.2,128,2552.478053
73.8,112,2554.143598
70.6,144,2556.448434
105.6,144,2558.599679
51.4,96,2616.834923
73.8,112,2618.736835
94.6,144,2620.783361
73.8,112,2622.583546
83.4,136,2668.799935
118.6,144,2671.179571
85.6,144,2673.031617
82.0,120,2674.888651
96.2,128,2720.039887
97.6,144,2723.749965
83.4,136,2726.297152
61.0,120,2728.183108
129.8,152,2776.28645
83.4,136,2778.476591
70.6,144,2780.862211
85.0,120,2782.541719
88.4,136,2828.650395
129.8,152,2830.783689
85.0,120,2832.702558
85.0,120,2891.628951
73.8,112,2893.499947
72.2,128,2895.591354
51.4,96,2897.116275
83.4,136,2899.381217
107.4,136,2944.670086
107.4,136,2946.570004
51.4,96,2948.282424
109.0,160,2992.900089
85.0,120,2995.754455
83.4,136,2998.686612
51.4,96,3001.087192
51.4,96,3003.246418
85.0,120,3041.851163
94.6,144,3044.14802
51.4,96,3045.679923
73.8,112,3047.550918
73.0,120,3095.041898
61.0,120,3097.895267
107.4,136,3101.137594
73.8,112,3103.869287
112.8,192,3146.38657
62.6,104,3148.181768
62.6,104,3149.887207
73.8,112,3151.685398
73.8,112,3206.044009
85.0,120,3209.095846
131.2,168,3212.777
51.4,96,3215.224454
76.6,144,3261.31119
61.0,120,3263.734708
61.0,120,3267.355025
70.6,144,3271.864963
73.8,112,3326.853888
85.6,144,3329.44396
73.8,112,3331.36183
51.4,96,3332.972522
73.8,112,3375.748113
70.6,144,3378.032006
125.0,200,3381.194546
70.6,144,3423.679914
115.4,176,3426.46646
80.2,168,3428.9568
67.0,120,3430.984377
84.0,120,3491.13749
61.0,120,3493.081291
61.0,120,3495.026089
85.0,120,3497.090568
51.4,96,3573.288766
118.6,144,3575.447991
152.2,168,3578.149765
72.2,128,3627.144722
73.8,112,3628.888059
83.4,136,3631.179929
146.8,192,3634.139014
83.4,136,3679.022966
70.6,144,3680.944826
87.8,152,3683.178851
85.0,120,3732.643552
93.2,128,3734.359961
70.6,144,3736.604956
73.8,112,3738.411125
73.8,112,3740.00985
99.4,136,3783.663094
94.6,144,3785.940003
85.0,120,3787.854883
61.0,120,3854.285206
120.8,152,3856.750612
85.6,144,3858.946738
51.4,96,3860.468667
118.6,144,3903.930423
117.0,160,3906.468635
150.6,184,3909.762824
106.2,168,3955.034738
51.4,96,3956.826945
83.4,136,3958.809642
103.6,144,3961.605165
73.8,112,4006.941907
73.0,120,4010.287957
62.6,104,4013.461469
73.8,112,4016.891298
61.0,120,4061.070133
141.0,160,4063.867651
70.6,144,4066.341035
85.6,144,4069.210361
107.4,136,4113.636539
73.8,112,4116.478936
83.4,136,4119.40112
76.6,144,4121.497512
62.6,104,4174.309261
73.8,112,4176.081521
85.0,120,4178.06721
73.8,112,4179.707822
75.0,120,4225.520291
73.8,112,4227.347404
106.4,136,4229.461749
96.2,128,4231.423502
51.4,96,4277.397539
73.8,112,4279.450049
85.0,120,4281.315061
51.4,96,4282.697364
140.8,192,4325.838976
62.6,104,4328.339289
77.0,120,4331.157751
140.0,200,4335.405389
163.4,176,4388.279969
85.0,120,4390.031285
73.8,112,4391.883332
129.8,152,4446.51621
118.6,144,4449.145178
94.6,144,4451.532792
89.6,144,4453.835633
84.6,144,4501.290708
51.4,96,4503.130787
73.8,112,4504.782369
154.4,176,4507.166992
51.4,96,4551.284993
62.0,120,4553.156986
72.2,128,4554.96116
85.0,120,4556.621719
85.0,120,4600.213128
85.0,120,4602.465105
73.8,112,4603.86536
96.2,128,4605.710425
93.0,160,4651.844034
85.0,120,4653.58039
51.4,96,4655.65584
73.0,120,4657.553763
73.8,112,4708.474569
96.2,128,4710.68765
61.0,120,4712.736171
51.4,96,4715.531694
66.0,120,4766.922243
90.2,168,4769.626011
104.2,168,4772.352719
51.4,96,4773.900579
85.0,120,4816.88561
51.4,96,4818.676819
72.6,144,4820.793159
86.2,128,4822.838688
126.8,152,4867.802427
70.6,144,4870.122222
135.4,176,4872.79607
107.4,136,4926.169317
61.0,120,4927.736126
61.0,120,4929.726802
51.4,96,4931.227787
73.8,112,4933.216468
62.6,104,4981.431512
107.4,136,4983.446123
83.4,136,4985.721038
70.0,120,4987.46637
125.0,160,5043.452628
51.4,96,5045.104211
69.0,120,5046.70493
102.4,136,5048.935962
51.4,96,5097.365431
51.4,96,5098.913292
107.4,136,5101.018661
85.0,120,5103.316514
73.8,112,5147.582121
118.6,144,5149.817143
73.8,112,5151.835743
117.2,168,5154.406867
135.0,160,5199.355646
109.6,144,5201.427105
70.6,144,5203.827685
51.4,96,5250.675385
73.8,112,5252.53142
73.8,112,5254.09823
62.6,104,5255.667033
73.8,112,5257.374467
126.0,200,5315.277598
118.6,144,5317.335095
85.0,120,5319.112342
107.4,136,5363.796827
99.4,136,5366.165492
61.0,120,5368.051448
51.4,96,5369.408817
85.0,120,5413.831005
93.0,160,5416.325333
85.0,120,5418.040745
85.6,144,5420.200967
136.2,168,5471.241453
93.0,160,5473.89336
61.0,120,5475.612761
83.4,136,5520.308218
93.6,144,5522.774621
61.0,120,5524.581788
51.4,96,5525.988027
61.0,120,5568.735693
70.6,144,5570.816128
94.6,144,5573.308462
87.6,144,5575.662167
85.0,120,5629.671711
51.4,96,5631.325289
81.0,120,5633.328929
73.8,112,5635.390416
73.6,144,5680.857809
96.2,128,5682.956195
51.4,96,5684.681581
61.0,120,5686.190544
85.0,120,5729.191533
51.4,96,5730.944844
129.8,152,5733.32049
71.0,120,5735.168547
62.6,104,5736.925847
83.4,136,5786.455375
94.6,144,5789.327691
61.0,120,5791.182729
73.8,112,5792.956985
73.8,112,5837.459956
51.4,96,5838.928029
127.8,152,5841.262784
102.6,184,5896.037283
73.8,112,5897.860407
61.0,120,5899.878011
85.0,120,5901.60539
67.0,120,5945.11103
93.0,160,5948.218718
80.2,168,5950.7679
73.8,112,5952.404522
51.4,96,5996.540475
118.6,144,5998.849299
51.4,96,6000.51684
139.6,184,6003.308373
51.4,96,6046.849916
136.4,176,6050.251817
94.6,144,6053.46622
74.0,120,6101.94057
61.0,120,6104.230444
73.8,112,6105.980763
94.2,128,6108.12802
73.8,112,6111.654588
96.2,128,6165.805753
95.6,144,6168.493565
103.8,192,6171.298064
129.8,152,6213.659762
85.0,120,6215.807019
128.2,168,6218.530734
62.6,104,6220.114498
51.4,96,6263.140419
61.0,120,6265.164007
61.0,120,6267.092848
129.8,152,6269.404665
61.0,120,6384.106879
70.6,144,6385.757465
67.0,120,6387.721213
51.4,96,6389.034699
73.8,112,6432.174317
185.4,296,6436.792964
73.8,112,6438.60412
141.0,160,6506.339952
68.0,120,6508.136148
83.4,136,6510.447964
85.0,120,6553.120831
83.4,136,6556.506775
85.0,120,6559.373108
81.8,152,6561.488451
96.2,128,6606.496072
86.2,168,6609.073179
94.6,144,6611.019972
82.0,120,6613.02062
107.6,184,6655.437173
73.8,112,6657.061827
85.0,120,6659.482353
85.0,120,6710.212668
85.0,120,6712.337984
73.8,112,6713.935711
72.2,128,6715.922398
79.6,144,6768.112808
66.0,120,6769.999761
73.8,112,6771.617434
62.6,104,6773.264029
72.2,128,6775.539943
85.0,120,6830.156863
73.8,112,6832.305117
73.8,112,6835.179429
88.6,144,6838.482594
61.0,120,6891.932636
154.0,200,6895.133076
51.4,96,6896.67196
61.0,120,6944.350438
51.4,96,6945.929215
85.0,120,6947.749347
61.0,120,6949.660236
61.0,120,6951.34872
96.2,128,7152.773983
85.0,120,7154.60708
85.0,120,7156.576812
73.8,112,7158.469748
63.0,120,7206.673821
115.8,152,7209.700725
91.4,176,7212.401501
