#{"t_start": 1752660851.000786, "env_id": "VizdoomTakeCover-v0"}
r,l,t
21.8,55,2806.993875
-8.7,104,2808.193666
24.2,61,2808.863873
-26.0,60,2809.337605
-21.5,72,2810.513459
-16.4,84,2812.293696
19.8,50,2813.405721
-19.6,76,2858.775333
-11.9,96,2859.515353
26.2,66,2860.045933
-27.0,58,2860.530636
39.6,99,2861.009355
-12.8,93,2861.668592
-15.9,86,2888.954587
14.2,36,2889.636762
-15.7,86,2891.473847
-4.5,114,2893.989118
-27.0,58,2894.763047
-27.9,56,2895.368427
-21.3,72,2895.877066
-27.1,58,2919.613558
-27.0,58,2921.360883
9.2,23,2922.079959
12.7,157,2926.369483
-118.9,78,2928.161687
20.9,53,2928.745127
-28.3,55,2929.178966
18.4,46,2958.142473
14.3,36,2958.499518
-21.8,71,2959.415068
-20.3,75,2959.871846
15.1,38,2960.225899
-21.3,72,2960.907077
16.1,41,2961.200292
-26.0,60,2961.785726
-21.5,72,2962.301346
-26.0,60,2994.300731
-72.1,70,2995.923389
4.2,136,2997.139136
48.2,121,2998.032745
-31.5,47,2998.566318
-1.1,123,3035.468585
-2.8,118,3036.627484
21.9,55,3036.930673
-33.1,43,3037.235857
19.8,175,3039.188632
-22.1,70,3039.863826
-20.9,73,3072.870516
-48.2,130,3075.185322
-31.6,46,3076.017096
0.8,127,3078.350852
-21.4,72,3079.328237
76.5,192,3112.430671
-28.7,54,3113.310317
14.4,36,3113.946616
12.9,158,3115.694937
-16.1,85,3116.324254
6.5,142,3173.645888
-17.9,81,3174.956382
3.8,135,3176.251915
38.3,221,3238.819514
-12.4,94,3239.935528
-17.4,82,3240.726412
20.0,50,3241.178203
-26.8,58,3241.69482
-25.0,63,3242.216426
-75.9,61,3242.697139
-10.3,100,3305.469191
-15.2,87,3306.244117
20.5,52,3306.726826
-17.8,81,3307.579545
-21.3,72,3308.109127
24.3,61,3308.459192
20.4,51,3308.816236
33.4,209,3379.732498
-24.9,63,3381.409012
-14.6,89,3384.048949
-13.1,218,3453.663692
4.7,137,3457.895371
-26.0,60,3458.42994
-11.8,96,3459.329533
-11.9,96,3460.487435
4.6,137,3490.175005
41.5,104,3491.224199
-23.8,66,3491.839552
-37.4,32,3492.075919
-21.1,73,3493.182957
-10.1,100,3495.308272
6.1,141,3526.119835
-65.2,87,3526.864841
-16.6,84,3527.807319
-17.3,82,3528.372806
-18.3,80,3529.248463
30.6,77,3529.938616
-25.9,61,3559.992208
1.3,129,3561.892124
-36.8,33,3562.624166
-9.6,101,3564.30467
-16.9,83,3565.797675
15.8,40,3566.816947
