Episodio,Puntaje
1755,[1106.]
1756,[1106.]
1757,[539.]
1758,[1106.]
1759,[1106.]
1760,[136.]
1761,[1106.]
1762,[1106.]
1763,[1106.]
1764,[284.]
1765,[1106.]
1766,[69.]
1767,[282.]
1768,[1106.]
1769,[148.]
1770,[1106.]
1771,[310.]
1772,[1106.]
1773,[178.]
1774,[1106.]
1775,[254.]
1776,[1106.]
1777,[1106.]
1778,[115.]
1779,[106.]
1780,[360.]
1781,[1106.]
1782,[1106.]
1783,[352.]
1784,[1106.]
1785,[239.]
1786,[1106.]
1787,[1106.]
1788,[317.]
1789,[166.]
1790,[1106.]
1791,[1106.]
1792,[1106.]
1793,[158.]
1794,[1106.]
1795,[418.]
1796,[348.]
1797,[260.]
1798,[1106.]
1799,[619.]
1800,[1106.]
1801,[1106.]
1802,[1106.]
1803,[1106.]
1804,[1106.]
1805,[105.]
1806,[1106.]
1807,[145.]
1808,[1106.]
1809,[458.]
1810,[1106.]
1811,[140.]
1812,[191.]
1813,[1106.]
1814,[248.]
1815,[1106.]
1816,[354.]
1817,[1106.]
1818,[1106.]
1819,[862.]
1820,[81.]
1821,[1106.]
1822,[464.]
1823,[98.]
1824,[1106.]
1825,[1106.]
1826,[105.]
1827,[1106.]
1828,[1106.]
1829,[1106.]
1830,[265.]
1831,[357.]
1832,[110.]
1833,[103.]
1834,[1106.]
1835,[226.]
1836,[1106.]
1837,[1106.]
1838,[1106.]
1839,[314.]
1840,[1106.]
1841,[1106.]
1842,[1106.]
1843,[476.]
1844,[1106.]
1845,[1106.]
1846,[151.]
1847,[1106.]
1848,[1106.]
1849,[124.]
1850,[1106.]
1851,[1106.]
1852,[429.]
1853,[533.]
1854,[1106.]
1855,[1106.]
1856,[124.]
1857,[1106.]
1858,[124.]
1859,[175.]
1860,[100.]
1861,[512.]
1862,[227.]
1863,[1106.]
1864,[1106.]
1865,[142.]
1866,[479.]
1867,[194.]
1868,[225.]
1869,[200.]
1870,[429.]
1871,[1106.]
1872,[204.]
1873,[1106.]
1874,[112.]
1875,[180.]
1876,[87.]
1877,[229.]
1878,[110.]
1879,[1106.]
1880,[1106.]
1881,[136.]
1882,[203.]
1883,[166.]
1884,[1106.]
1885,[225.]
1886,[624.]
1887,[218.]
1888,[445.]
1889,[1106.]
1890,[414.]
1891,[1106.]
1892,[781.]
1893,[530.]
1894,[1106.]
1895,[1106.]
1896,[1106.]
1897,[1106.]
1898,[242.]
1899,[540.]
1900,[445.]
1901,[102.]
1902,[170.]
1903,[444.]
1904,[1106.]
1905,[1106.]
1906,[245.]
1907,[1106.]
1908,[1106.]
1909,[371.]
1910,[244.]
1911,[186.]
1912,[136.]
1913,[1106.]
1914,[518.]
1915,[1106.]
1916,[1106.]
1917,[110.]
1918,[1106.]
1919,[1106.]
1920,[1106.]
1921,[236.]
1922,[1106.]
1923,[1106.]
1924,[268.]
1925,[1106.]
1926,[1106.]
1927,[1106.]
1928,[1106.]
1929,[199.]
1930,[178.]
1931,[249.]
1932,[1106.]
1933,[219.]
1934,[584.]
1935,[1106.]
1936,[1106.]
1937,[1106.]
1938,[1106.]
1939,[276.]
1940,[1106.]
1941,[471.]
1942,[1106.]
1943,[1106.]
1944,[174.]
1945,[1106.]
1946,[679.]
1947,[201.]
1948,[178.]
1949,[1106.]
1950,[1106.]
1951,[575.]
1952,[354.]
1953,[290.]
1954,[1106.]
1955,[304.]
1956,[1106.]
1957,[1106.]
1958,[227.]
1959,[1106.]
1960,[1106.]
1961,[134.]
1962,[1106.]
1963,[189.]
1964,[128.]
1965,[1106.]
1966,[1106.]
1967,[289.]
1968,[449.]
1969,[361.]
1970,[241.]
1971,[1106.]
1972,[1106.]
1973,[1106.]
1974,[1106.]
1975,[374.]
1976,[1106.]
1977,[128.]
1978,[535.]
1979,[332.]
1980,[1106.]
1981,[354.]
1982,[1106.]
1983,[1106.]
1984,[146.]
1985,[1106.]
1986,[432.]
1987,[234.]
1988,[186.]
1989,[678.]
1990,[1106.]
1991,[1106.]
1992,[100.]
1993,[1106.]
1994,[258.]
1995,[1106.]
1996,[547.]
1997,[223.]
1998,[1106.]
1999,[1106.]
2000,[131.]
