Episodio,Puntaje
1666,[2483.]
1667,[2561.]
1668,[2569.]
1669,[2570.]
1670,[1719.]
1671,[2567.]
1672,[2573.]
1673,[2580.]
1674,[2540.]
1675,[2503.]
1676,[2603.]
1677,[2573.]
1678,[2484.]
1679,[2552.]
1680,[2196.]
1681,[2565.]
1682,[2555.]
1683,[2563.]
1684,[707.]
1685,[467.]
1686,[2521.]
1687,[982.]
1688,[1901.]
1689,[2560.]
1690,[1022.]
1691,[2553.]
1692,[2309.]
1693,[2562.]
1694,[2553.]
1695,[2561.]
1696,[2513.]
1697,[2562.]
1698,[2527.]
1699,[2563.]
1700,[2549.]
1701,[2507.]
1702,[2512.]
1703,[2573.]
1704,[2218.]
1705,[2474.]
1706,[2600.]
1707,[2564.]
1708,[2473.]
1709,[2521.]
1710,[2573.]
1711,[2560.]
1712,[427.]
1713,[2561.]
1714,[2598.]
1715,[2568.]
1716,[2541.]
1717,[2513.]
1718,[2567.]
1719,[2560.]
1720,[1006.]
1721,[2554.]
1722,[2562.]
1723,[2521.]
1724,[726.]
1725,[1685.]
1726,[2561.]
1727,[2609.]
1728,[2544.]
1729,[2596.]
1730,[2571.]
1731,[1067.]
1732,[982.]
1733,[1613.]
1734,[2586.]
1735,[2392.]
1736,[2559.]
1737,[2563.]
1738,[467.]
1739,[2585.]
1740,[2605.]
1741,[2104.]
1742,[2305.]
1743,[2557.]
1744,[2609.]
1745,[2524.]
1746,[2582.]
1747,[2563.]
1748,[2555.]
1749,[982.]
1750,[1006.]
1751,[2555.]
1752,[2583.]
1753,[2603.]
1754,[2520.]
1755,[2324.]
1756,[2552.]
1757,[2568.]
1758,[2570.]
1759,[2607.]
1760,[2558.]
1761,[2552.]
1762,[2507.]
1763,[2493.]
1764,[2540.]
1765,[2606.]
1766,[2616.]
1767,[1657.]
1768,[2550.]
1769,[2610.]
1770,[2564.]
1771,[2472.]
1772,[2569.]
1773,[2575.]
1774,[2547.]
1775,[2572.]
1776,[2566.]
1777,[2566.]
1778,[2584.]
1779,[1551.]
1780,[2540.]
1781,[2540.]
1782,[1849.]
1783,[2549.]
1784,[2579.]
1785,[2523.]
1786,[2586.]
1787,[2570.]
1788,[2547.]
1789,[2546.]
1790,[2540.]
1791,[2596.]
1792,[2547.]
1793,[2513.]
1794,[387.]
1795,[2516.]
1796,[2552.]
1797,[2577.]
1798,[2619.]
1799,[2528.]
1800,[2540.]
1801,[2558.]
1802,[2534.]
1803,[2519.]
1804,[2607.]
1805,[2480.]
1806,[1658.]
1807,[1711.]
1808,[2567.]
1809,[2586.]
1810,[2507.]
1811,[2616.]
1812,[2547.]
1813,[2268.]
1814,[2567.]
1815,[2432.]
1816,[2573.]
1817,[2579.]
1818,[2585.]
1819,[2584.]
1820,[2540.]
1821,[2554.]
1822,[2560.]
1823,[2570.]
1824,[1255.]
1825,[426.]
1826,[2561.]
1827,[507.]
1828,[2503.]
1829,[2556.]
1830,[2545.]
1831,[2597.]
1832,[2560.]
1833,[667.]
1834,[2565.]
1835,[2573.]
1836,[2592.]
1837,[2548.]
1838,[2535.]
1839,[2576.]
1840,[2443.]
1841,[2507.]
1842,[2565.]
1843,[1006.]
1844,[2588.]
1845,[2513.]
1846,[2550.]
1847,[2559.]
1848,[2612.]
1849,[2554.]
1850,[2527.]
1851,[2586.]
1852,[1066.]
1853,[2540.]
1854,[307.]
1855,[2563.]
1856,[2569.]
1857,[2557.]
1858,[2561.]
1859,[2565.]
1860,[2537.]
1861,[2561.]
1862,[2590.]
1863,[2534.]
1864,[2553.]
1865,[2557.]
1866,[2548.]
1867,[1128.]
1868,[2587.]
1869,[2500.]
1870,[2477.]
1871,[2263.]
1872,[2540.]
1873,[2558.]
1874,[2526.]
1875,[2606.]
1876,[2554.]
1877,[2562.]
1878,[982.]
1879,[2572.]
1880,[2592.]
1881,[2580.]
1882,[2491.]
1883,[2572.]
1884,[2596.]
1885,[2601.]
1886,[2610.]
1887,[2566.]
1888,[2550.]
1889,[2565.]
1890,[1937.]
1891,[2559.]
1892,[2604.]
1893,[2449.]
1894,[2556.]
1895,[2610.]
1896,[2561.]
1897,[2263.]
1898,[2564.]
1899,[2503.]
1900,[721.]
1901,[2573.]
1902,[2553.]
1903,[2607.]
1904,[2104.]
1905,[2572.]
1906,[2549.]
1907,[2609.]
1908,[2540.]
1909,[2540.]
1910,[2560.]
1911,[2513.]
1912,[2548.]
1913,[2608.]
1914,[2551.]
1915,[2570.]
1916,[2263.]
1917,[2561.]
1918,[1027.]
1919,[2532.]
1920,[2543.]
1921,[947.]
1922,[2608.]
1923,[2584.]
1924,[2503.]
1925,[2536.]
1926,[2543.]
1927,[2571.]
1928,[2590.]
1929,[2576.]
1930,[2487.]
1931,[2589.]
1932,[1456.]
1933,[2595.]
1934,[2582.]
1935,[2500.]
1936,[982.]
1937,[2584.]
1938,[2571.]
1939,[2611.]
1940,[2548.]
1941,[2562.]
1942,[2541.]
1943,[2560.]
1944,[2592.]
1945,[2584.]
1946,[2572.]
1947,[2563.]
1948,[2583.]
1949,[2560.]
1950,[982.]
1951,[2603.]
1952,[2503.]
1953,[2544.]
1954,[2503.]
1955,[2540.]
1956,[2568.]
1957,[2518.]
1958,[2557.]
1959,[2617.]
1960,[2575.]
1961,[2553.]
1962,[2520.]
1963,[1278.]
1964,[2557.]
1965,[1540.]
1966,[2343.]
1967,[1484.]
1968,[2537.]
1969,[2568.]
1970,[2582.]
1971,[2561.]
1972,[2555.]
1973,[2512.]
1974,[2263.]
1975,[2215.]
1976,[2605.]
1977,[2540.]
1978,[2577.]
1979,[733.]
1980,[2519.]
1981,[1230.]
1982,[982.]
1983,[2475.]
1984,[2603.]
1985,[2540.]
1986,[1743.]
1987,[307.]
1988,[2536.]
1989,[2607.]
1990,[2561.]
1991,[2519.]
1992,[2580.]
1993,[2557.]
1994,[2580.]
1995,[2521.]
1996,[2574.]
1997,[2555.]
1998,[2502.]
1999,[2505.]
2000,[2520.]
