Episodio,Puntaje
1675,[2417.]
1676,[2442.]
1677,[2389.]
1678,[2135.]
1679,[1499.]
1680,[2416.]
1681,[307.]
1682,[2398.]
1683,[2341.]
1684,[2209.]
1685,[1023.]
1686,[1596.]
1687,[2157.]
1688,[2401.]
1689,[2390.]
1690,[2370.]
1691,[2408.]
1692,[2404.]
1693,[1321.]
1694,[2485.]
1695,[2468.]
1696,[1631.]
1697,[2381.]
1698,[2098.]
1699,[2269.]
1700,[1751.]
1701,[2399.]
1702,[2395.]
1703,[2437.]
1704,[2416.]
1705,[2146.]
1706,[2333.]
1707,[2404.]
1708,[2403.]
1709,[2397.]
1710,[2098.]
1711,[2378.]
1712,[2389.]
1713,[2426.]
1714,[2397.]
1715,[1556.]
1716,[2390.]
1717,[2095.]
1718,[2380.]
1719,[2422.]
1720,[2061.]
1721,[2446.]
1722,[2376.]
1723,[2380.]
1724,[2397.]
1725,[1816.]
1726,[2422.]
1727,[1785.]
1728,[2061.]
1729,[1753.]
1730,[2384.]
1731,[2370.]
1732,[968.]
1733,[1583.]
1734,[2368.]
1735,[2455.]
1736,[1583.]
1737,[403.]
1738,[1583.]
1739,[2376.]
1740,[2422.]
1741,[871.]
1742,[2415.]
1743,[2422.]
1744,[2270.]
1745,[2433.]
1746,[2380.]
1747,[2278.]
1748,[307.]
1749,[756.]
1750,[2095.]
1751,[1369.]
1752,[1583.]
1753,[2430.]
1754,[2452.]
1755,[1583.]
1756,[489.]
1757,[1578.]
1758,[2500.]
1759,[1583.]
1760,[2303.]
1761,[2387.]
1762,[2242.]
1763,[2399.]
1764,[1674.]
1765,[581.]
1766,[307.]
1767,[1619.]
1768,[1577.]
1769,[2246.]
1770,[2417.]
1771,[2221.]
1772,[1147.]
1773,[2376.]
1774,[1676.]
1775,[2339.]
1776,[2246.]
1777,[2386.]
1778,[1346.]
1779,[2380.]
1780,[2451.]
1781,[2337.]
1782,[1924.]
1783,[819.]
1784,[1583.]
1785,[1184.]
1786,[2426.]
1787,[1777.]
1788,[1583.]
1789,[2398.]
1790,[2072.]
1791,[2150.]
1792,[2373.]
1793,[2390.]
1794,[1688.]
1795,[1777.]
1796,[1583.]
1797,[2398.]
1798,[2058.]
1799,[2426.]
1800,[1583.]
1801,[2489.]
1802,[2012.]
1803,[1407.]
1804,[2426.]
1805,[1777.]
1806,[1583.]
1807,[2518.]
1808,[1583.]
1809,[2050.]
1810,[2352.]
1811,[2414.]
1812,[1583.]
1813,[2426.]
1814,[422.]
1815,[2061.]
1816,[2435.]
1817,[1330.]
1818,[2472.]
1819,[2382.]
1820,[675.]
1821,[2095.]
1822,[443.]
1823,[2061.]
1824,[1873.]
1825,[2397.]
1826,[1052.]
1827,[2378.]
1828,[1910.]
1829,[2246.]
1830,[872.]
1831,[1129.]
1832,[2246.]
1833,[2072.]
1834,[1333.]
1835,[2376.]
1836,[486.]
1837,[2370.]
1838,[2393.]
1839,[1583.]
1840,[2150.]
1841,[1867.]
1842,[1203.]
1843,[1555.]
1844,[1078.]
1845,[2426.]
1846,[1873.]
1847,[2270.]
1848,[2382.]
1849,[2398.]
1850,[1583.]
1851,[2426.]
1852,[1583.]
1853,[2376.]
1854,[1646.]
1855,[2422.]
1856,[1176.]
1857,[1873.]
1858,[1643.]
1859,[1482.]
1860,[2397.]
1861,[2422.]
1862,[2318.]
1863,[1335.]
1864,[2426.]
1865,[1777.]
1866,[2453.]
1867,[1674.]
1868,[2259.]
1869,[2380.]
1870,[2426.]
1871,[1583.]
1872,[1674.]
1873,[307.]
1874,[2380.]
1875,[2268.]
1876,[2522.]
1877,[1777.]
1878,[2380.]
1879,[2096.]
1880,[2150.]
1881,[2095.]
1882,[2061.]
1883,[1583.]
1884,[2107.]
1885,[2376.]
1886,[2458.]
1887,[2236.]
1888,[1583.]
1889,[2443.]
1890,[2340.]
1891,[1578.]
1892,[411.]
1893,[2096.]
1894,[2150.]
1895,[2422.]
1896,[2552.]
1897,[2509.]
1898,[347.]
1899,[1544.]
1900,[2246.]
1901,[1583.]
1902,[2150.]
1903,[1769.]
1904,[2246.]
1905,[2341.]
1906,[2499.]
1907,[1544.]
1908,[2270.]
1909,[403.]
1910,[2443.]
1911,[403.]
1912,[2397.]
1913,[1616.]
1914,[2467.]
1915,[2272.]
1916,[2469.]
1917,[1027.]
1918,[1892.]
1919,[2387.]
1920,[1770.]
1921,[2497.]
1922,[2471.]
1923,[2397.]
1924,[307.]
1925,[1269.]
1926,[2364.]
1927,[2512.]
1928,[2445.]
1929,[1285.]
1930,[2471.]
1931,[1008.]
1932,[931.]
1933,[1934.]
1934,[2422.]
1935,[1674.]
1936,[2478.]
1937,[2422.]
1938,[2452.]
1939,[2416.]
1940,[2421.]
1941,[691.]
1942,[2151.]
1943,[2312.]
1944,[2095.]
1945,[2061.]
1946,[1583.]
1947,[2276.]
1948,[2378.]
1949,[2390.]
1950,[1348.]
1951,[2381.]
1952,[1583.]
1953,[2200.]
1954,[2380.]
1955,[2200.]
1956,[2381.]
1957,[2390.]
1958,[2384.]
1959,[1884.]
1960,[2061.]
1961,[2417.]
1962,[2236.]
1963,[2361.]
1964,[2061.]
1965,[421.]
1966,[1583.]
1967,[1583.]
1968,[1731.]
1969,[1583.]
1970,[2102.]
1971,[1583.]
1972,[1945.]
1973,[2199.]
1974,[1275.]
1975,[2246.]
1976,[2401.]
1977,[2396.]
1978,[403.]
1979,[2446.]
1980,[1583.]
1981,[1675.]
1982,[1941.]
1983,[499.]
1984,[993.]
1985,[2150.]
1986,[2095.]
1987,[2422.]
1988,[1583.]
1989,[2150.]
1990,[2426.]
1991,[1583.]
1992,[1708.]
1993,[2270.]
1994,[2469.]
1995,[1583.]
1996,[1520.]
1997,[1583.]
1998,[2390.]
1999,[1578.]
2000,[1233.]
