#{"t_start": 1752325840.006835, "env_id": "VizdoomHealthGathering-v0"}
r,l,t
51.4,96,11224.41926
51.4,96,11225.770648
51.4,96,11227.17988
51.4,96,11228.444499
51.4,96,11269.608442
51.4,96,11270.591813
51.4,96,11271.279973
83.4,136,11272.37704
51.4,96,11273.560876
51.4,96,11320.282958
51.4,96,11333.962385
51.4,96,11334.660518
51.4,96,11335.433451
51.4,96,11336.232316
61.0,120,11379.612334
95.2,128,11380.640585
51.4,96,11381.610991
51.4,96,11382.34403
61.0,120,11423.150929
102.4,136,11424.311826
51.4,96,11425.228375
51.4,96,11425.855698
97.4,136,11427.819447
51.4,96,11471.704117
61.0,120,11472.721397
51.4,96,11473.574118
51.4,96,11474.573446
73.8,112,11475.736336
51.4,96,11526.366969
51.4,96,11540.213948
143.8,192,11542.171713
51.4,96,11543.104221
70.6,144,11588.438016
51.4,96,11589.291733
61.0,120,11590.242192
70.6,144,11591.677355
51.4,96,11631.921757
51.4,96,11632.819357
51.4,96,11634.009176
51.4,96,11635.287758
51.4,96,11638.886137
61.0,120,11688.721895
92.6,144,11689.901741
51.4,96,11690.922013
51.4,96,11691.742818
51.4,96,11737.926341
70.0,120,11739.102198
103.6,144,11754.854084
103.6,144,11759.298203
51.4,96,11830.151767
61.0,120,11831.40342
51.4,96,11832.102551
80.2,168,11833.513778
62.0,120,11883.05632
51.4,96,11884.594209
51.4,96,11885.890743
61.0,120,11887.84053
51.4,96,11889.024364
51.4,96,11930.835577
61.0,120,11932.130117
51.4,96,11933.152383
51.4,96,11933.879439
70.6,144,11935.483152
125.2,168,11986.403012
51.4,96,12003.809474
51.4,96,12005.375287
51.4,96,12006.281863
51.4,96,12063.657464
70.6,144,12065.354924
51.4,96,12066.193682
51.4,96,12067.072334
107.4,136,12124.873794
51.4,96,12125.732499
110.6,144,12127.037011
51.4,96,12127.7142
51.4,96,12128.408344
61.0,120,12182.223464
92.6,144,12183.383362
61.0,120,12183.891006
61.0,120,12184.363742
51.4,96,12252.472165
95.6,144,12253.2072
51.4,96,12254.061915
51.4,96,12270.927822
80.6,144,12325.291474
51.4,96,12325.70836
51.4,96,12326.545123
94.2,128,12327.215331
51.4,96,12327.69804
102.6,144,12358.921561
61.0,120,12359.56883
51.4,96,12360.309849
51.4,96,12360.862371
51.4,96,12361.379987
51.4,96,12397.315909
51.4,96,12397.908325
72.2,128,12398.710181
70.6,144,12400.71183
51.4,96,12439.730509
84.0,120,12440.359826
51.4,96,12441.1178
74.0,120,12454.029279
51.4,96,12454.487056
80.0,120,12497.828178
51.4,96,12498.543266
61.0,120,12499.426904
51.4,96,12499.894653
96.2,128,12555.787218
62.6,104,12556.726707
75.0,120,12557.890594
73.8,112,12558.496974
51.4,96,12559.0106
51.4,96,12603.62831
61.0,120,12604.310486
93.2,128,12605.336742
51.4,96,12605.945115
61.0,120,12667.797745
61.0,120,12668.508845
61.0,120,12669.368546
73.6,144,12682.97417
73.8,112,12735.950531
51.4,96,12736.630713
51.4,96,12737.433566
51.4,96,12737.890345
96.2,128,12738.7301
51.4,96,12773.140101
70.6,144,12773.818288
78.6,144,12775.04401
51.4,96,12775.572598
51.4,96,12808.98726
51.4,96,12809.448028
61.0,120,12810.144167
70.6,144,12811.285117
105.6,144,12853.900179
51.4,96,12854.379898
115.6,144,12855.18674
85.0,120,12855.970645
61.0,120,12870.073938
61.0,120,12918.272074
51.4,96,12918.725861
68.0,120,12919.645402
70.6,144,12920.345531
87.6,144,12976.430582
51.4,96,12976.819541
51.4,96,12977.33217
51.4,96,12977.934561
61.0,120,13032.739035
88.6,144,13035.020934
51.4,96,13035.581435
51.4,96,13035.92751
51.4,96,13036.549846
51.4,96,13076.850098
51.4,96,13077.431544
94.2,128,13078.047896
51.4,96,13078.550551
51.4,96,13094.541798
51.4,96,13137.325411
71.0,120,13138.050473
61.0,120,13138.812435
76.0,120,13139.598334
73.8,112,13186.582717
70.6,144,13187.72566
61.0,120,13189.291474
77.0,120,13189.985618
81.0,120,13217.370402
80.6,144,13218.27997
51.4,96,13218.939208
51.4,96,13220.211805
51.4,96,13222.598424
61.0,120,13253.480856
61.0,120,13254.891086
51.4,96,13255.537358
51.4,96,13256.340212
51.4,96,13288.378554
61.0,120,13301.73983
51.4,96,13302.184642
51.4,96,13303.34454
61.0,120,13306.810274
51.4,96,13335.054759
51.4,96,13335.827692
51.4,96,13336.261533
61.0,120,13336.870904
51.4,96,13338.404803
96.2,128,13382.239605
51.4,96,13383.150171
109.0,160,13384.000897
69.0,120,13384.552421
51.4,96,13417.85239
96.2,128,13418.81382
70.6,144,13419.824119
51.4,96,13420.187149
51.4,96,13453.533992
51.4,96,13469.473377
85.0,120,13470.02191
61.0,120,13470.51559
51.4,96,13470.888592
51.4,96,13502.783318
51.4,96,13503.376732
51.4,96,13505.961821
75.0,120,13507.178567
84.6,144,13507.953495
51.4,96,13541.063972
61.0,120,13541.822941
51.4,96,13542.392419
61.0,120,13542.945939
72.0,120,13570.259912
51.4,96,13571.03484
51.4,96,13573.75058
73.8,112,13577.604276
85.6,144,13578.243567
51.4,96,13611.128645
51.4,96,13624.258541
67.0,120,13625.11924
51.4,96,13625.693704
51.4,96,13626.177411
51.4,96,13655.040242
51.4,96,13655.627672
71.0,120,13656.406589
51.4,96,13656.850403
